CO,NO2,Temperature,Humidity
6.12,73.42,35.01,14.75
6.22,67.55,35.86,58.41
1.23,96.11,37.63,18.16
2.68,39.41,25.7,28.4
8.5,74.1,3.36,68.11
4.02,93.1,23.83,82.75
1.1,71.58,19.24,28.78
2.2,39.09,33.87,17.03
8.97,74.69,33.35,73.25
2.25,89.36,25.32,13.59
8.47,54.39,18.4,74.6
9.94,89.8,8.68,84.96
1.3,85.28,11.68,19.56
1.83,5.41,16.57,34.56
9.55,52.42,27.39,85.42
3.63,82.3,38.98,58.22
0.72,96.49,21.49,69.99
3.23,33.35,11.01,91.61
9.04,58.62,18.27,18.98
1.87,95.24,12.88,63.16
8.18,77.75,20.11,79.0
7.67,70.68,13.36,76.03
2.27,6.41,11.19,69.74
0.43,90.02,21.74,55.98
7.4,57.46,0.55,51.54
3.17,85.02,32.53,99.3
7.04,51.69,8.25,38.66
4.69,99.88,39.86,28.12
8.28,54.07,5.82,71.18
2.53,5.2,33.79,71.69
7.35,26.2,9.9,15.41
9.65,84.2,9.78,96.63
5.94,96.27,9.71,91.72
4.53,15.76,32.34,63.98
5.07,17.51,14.94,85.32
5.95,62.49,2.54,23.99
3.7,43.17,12.74,12.17
8.26,74.61,8.67,72.99
9.24,91.52,22.5,84.43
2.15,7.04,13.88,30.44
6.11,13.18,22.71,73.46
8.13,92.93,36.72,86.13
0.59,43.82,1.1,70.95
5.54,63.15,21.55,60.34
1.6,49.79,25.01,37.2
0.93,19.82,18.0,78.47
6.28,79.59,3.37,35.88
4.21,39.82,32.17,71.61
2.67,46.25,36.4,18.41
0.8,41.03,16.96,83.68
6.71,42.5,11.32,41.51
8.52,71.55,4.42,60.21
9.73,81.96,3.22,80.52
2.64,6.54,28.24,96.25
6.09,69.97,13.77,71.8
5.5,38.55,15.48,12.04
7.55,24.73,39.63,22.59
5.95,7.8,37.0,72.43
8.55,18.07,3.52,94.23
7.32,28.72,16.87,32.57
5.44,76.95,0.84,73.09
2.4,54.83,36.32,45.1
2.94,95.67,13.67,42.56
6.7,54.0,27.48,98.27
5.62,30.69,18.48,79.74
0.28,29.56,17.76,84.6
2.17,26.02,10.34,29.14
6.32,10.63,24.3,98.65
3.99,11.53,6.5,36.82
5.45,42.22,14.21,12.66
0.6,74.12,29.81,84.48
4.47,41.64,30.81,49.84
5.71,31.41,16.05,66.33
3.32,76.43,35.72,60.43
5.77,16.13,15.64,93.49
2.96,18.05,36.9,40.06
8.92,21.55,30.3,85.51
3.76,71.32,28.43,76.9
2.03,77.3,34.75,26.75
6.74,52.56,39.16,45.39
1.76,65.33,12.23,54.8
0.32,27.6,39.18,75.58
6.53,57.11,12.6,72.31
1.64,46.46,3.48,38.29
6.13,90.93,19.73,71.72
1.7,76.25,13.38,83.77
6.49,35.95,38.22,17.31
2.23,69.26,31.61,83.24
6.52,85.87,30.52,40.94
9.67,48.59,17.43,48.86
6.24,14.18,29.14,95.73
5.86,7.42,34.7,96.08
1.61,24.68,19.74,53.06
7.04,77.31,16.8,42.29
6.62,15.18,14.09,29.08
3.49,25.44,20.45,55.44
3.47,66.13,34.45,33.53
8.96,85.4,26.76,57.62
8.63,47.26,38.79,43.79
6.86,41.8,17.93,31.08
3.74,24.76,3.48,42.65
2.32,7.14,8.23,21.94
5.32,95.29,33.87,35.22
5.49,76.28,15.27,68.47
9.04,10.63,31.92,10.96
4.52,22.42,28.17,36.88
2.54,86.24,28.48,78.22
8.71,56.88,39.05,62.11
2.54,93.9,39.19,51.58
9.31,5.29,15.22,63.85
5.25,54.91,32.37,65.59
4.15,16.43,34.89,89.81
3.35,43.77,22.39,33.75
4.32,46.81,21.69,35.44
9.76,6.65,28.74,97.08
7.14,17.76,24.24,99.22
1.11,74.78,39.05,79.67
4.2,40.69,28.7,39.46
7.68,94.94,39.45,18.45
2.99,92.27,5.91,36.31
9.36,57.58,26.53,13.06
5.66,98.42,30.8,14.12
0.88,89.77,13.67,90.69
4.62,77.31,3.48,58.23
0.15,28.88,33.22,15.26
9.52,17.4,32.02,48.46
8.11,32.62,24.15,82.06
1.09,33.44,16.49,98.63
0.41,71.76,22.28,33.64
5.25,64.75,37.11,43.07
3.52,98.11,17.57,12.95
0.13,50.44,6.63,75.79
7.03,46.61,22.28,97.98
0.25,96.9,21.05,20.93
3.0,96.44,9.93,75.67
6.83,77.12,24.9,27.32
9.14,77.2,11.32,68.8
5.23,63.44,33.72,68.92
8.09,90.87,30.26,70.93
8.94,51.68,15.97,55.07
2.67,86.45,25.47,50.08
1.78,10.81,39.68,98.98
2.96,96.82,4.8,25.61
1.92,38.92,4.31,61.65
4.57,72.19,17.28,64.96
1.52,24.49,5.3,51.66
1.37,28.35,1.67,52.58
4.65,39.67,30.38,96.55
8.05,85.38,20.47,19.78
6.6,83.49,28.65,35.1
9.84,67.56,9.77,52.36
3.2,51.76,22.61,69.41
2.5,45.01,39.72,47.41
6.32,40.42,22.13,28.71
3.02,97.09,20.48,17.24
2.55,61.62,18.44,73.18
5.27,42.32,30.27,33.49
4.96,88.28,19.59,63.84
4.55,13.69,2.86,35.51
2.21,94.06,10.81,63.38
5.26,15.23,39.43,58.47
3.5,93.76,32.01,49.23
2.14,56.37,23.73,37.83
4.66,46.88,12.27,84.25
9.73,18.37,16.32,90.15
0.49,55.3,23.66,85.9
8.76,9.12,35.24,75.12
1.4,95.04,9.65,33.72
9.21,15.76,31.64,74.03
2.38,8.49,8.18,86.19
9.58,94.13,0.06,98.71
7.04,79.11,28.47,79.35
9.53,73.12,16.92,19.93
5.42,89.83,21.68,24.39
0.85,22.69,3.09,88.85
1.24,55.95,22.09,95.38
3.91,40.07,16.26,20.03
3.3,83.07,39.91,70.93
0.33,92.88,31.09,70.28
1.34,76.7,36.14,11.37
6.93,73.31,21.77,95.09
7.41,83.6,20.34,20.34
7.05,21.36,6.39,32.76
4.59,79.98,8.46,13.97
0.89,88.02,11.31,95.18
5.89,43.82,12.31,53.6
7.04,81.98,4.48,58.08
8.64,91.27,12.98,65.62
1.63,97.25,17.84,64.98
6.38,68.91,8.39,75.31
5.43,39.23,27.92,92.99
3.47,53.7,39.0,96.01
5.0,18.93,22.46,67.78
9.33,17.83,28.21,54.64
5.98,33.24,14.3,15.89
3.04,48.55,24.16,31.09
8.91,62.84,27.09,98.1
0.63,10.94,18.87,14.28
5.91,21.68,11.58,93.72
7.37,49.13,29.79,76.65
9.71,71.97,27.02,33.86
0.48,77.91,7.69,64.44
5.44,38.85,15.51,31.16
3.43,51.19,37.03,36.97
9.26,18.13,0.55,89.18
1.22,61.54,29.56,51.28
7.1,6.25,38.14,41.17
2.55,71.79,27.97,77.93
4.55,66.88,27.71,36.87
7.01,84.19,3.81,21.85
7.17,54.58,26.15,72.11
6.71,43.33,29.53,75.78
8.86,5.03,33.3,67.63
7.09,49.36,3.73,12.51
3.27,10.63,12.34,85.87
0.3,41.27,39.19,98.79
3.17,61.16,27.5,44.39
6.85,87.64,14.96,41.87
3.19,35.91,33.43,69.79
7.73,9.55,25.67,67.17
5.61,88.87,18.76,95.4
6.16,69.37,33.73,67.78
1.41,43.54,38.73,96.8
3.84,25.67,6.58,13.27
8.17,89.13,23.46,90.95
3.69,35.24,34.87,41.9
7.59,47.69,3.98,50.37
2.91,80.14,5.71,36.32
7.11,83.84,4.28,15.85
0.37,52.94,24.48,15.47
5.52,42.36,35.41,84.13
2.55,73.79,31.66,62.21
5.26,23.1,23.09,95.87
1.88,25.7,12.11,10.43
0.53,51.59,32.16,30.05
6.47,26.39,7.52,91.83
4.51,12.69,25.94,75.75
9.65,85.43,12.56,67.42
6.21,27.65,25.22,61.65
0.43,98.82,31.95,81.37
4.16,74.41,19.35,60.6
5.1,14.4,27.94,32.2
5.7,15.47,30.58,71.66
8.34,82.04,4.15,23.69
1.66,15.6,25.38,95.23
3.41,85.52,24.09,75.04
4.03,27.96,7.03,61.87
4.01,45.23,0.79,66.0
2.3,9.91,21.91,88.0
4.29,49.24,12.26,62.73
6.83,12.12,39.44,43.1
7.75,28.57,8.52,26.37
0.3,10.96,7.64,51.67
6.56,36.04,35.18,91.77
5.07,66.66,38.96,52.2
6.93,27.66,29.06,43.13
1.06,38.63,2.88,54.43
1.22,8.78,17.04,99.87
9.15,26.38,30.84,50.21
3.94,21.84,3.47,70.31
0.71,29.98,34.01,91.74
3.77,46.25,12.86,95.52
4.44,51.98,21.9,99.66
4.12,19.59,4.73,64.99
3.13,62.03,5.84,86.02
4.55,38.12,31.78,17.88
8.38,53.07,20.81,43.75
8.21,78.02,15.71,12.66
3.4,41.9,16.06,65.7
4.91,22.59,20.13,71.82
6.31,75.5,39.25,21.82
7.05,40.14,6.01,51.66
8.66,43.48,34.32,66.39
5.67,6.15,18.17,49.29
9.95,80.38,31.97,29.25
1.35,55.59,12.82,77.01
4.47,68.6,30.52,15.4
5.63,82.67,30.29,26.16
9.36,23.15,7.14,75.25
9.68,83.17,32.72,61.07
5.56,40.38,18.53,13.08
5.19,64.81,36.58,94.13
4.45,56.82,33.96,56.04
4.59,28.17,0.53,24.92
8.28,66.3,1.56,45.97
4.77,29.56,19.68,61.06
7.6,20.78,39.91,57.32
2.38,30.57,17.2,42.78
8.88,94.69,21.06,28.03
3.24,75.01,38.4,88.78
9.59,64.96,18.25,99.24
1.18,97.86,8.34,84.7
7.04,40.62,8.27,67.29
8.62,44.45,8.42,99.92
8.06,81.49,15.92,75.41
0.68,31.67,11.65,32.94
0.83,95.63,15.86,71.51
8.55,25.28,34.16,54.14
6.51,52.49,19.72,57.93
7.86,80.08,9.1,40.46
1.62,47.33,10.33,20.81
6.42,71.95,24.99,75.42
1.08,97.51,13.37,29.5
8.33,29.78,21.78,25.19
4.26,72.98,37.48,24.98
2.92,11.92,21.92,53.86
7.03,92.37,17.49,29.94
1.89,69.64,26.28,77.11
6.31,31.25,4.96,35.43
1.32,57.22,30.81,16.01
5.27,95.98,25.63,81.82
1.27,18.5,38.11,49.61
5.66,10.3,6.77,73.28
7.51,29.7,22.27,44.03
1.41,97.65,26.73,56.64
4.65,79.91,33.33,47.32
0.16,9.13,20.24,32.89
2.11,33.71,19.49,67.66
8.02,46.85,10.85,89.25
2.05,12.88,12.29,89.84
8.66,14.51,10.71,24.52
0.1,77.92,10.1,80.17
4.17,94.33,24.06,27.08
2.25,91.1,20.84,11.6
1.66,31.48,21.82,27.25
9.89,41.98,17.38,59.32
1.2,5.4,39.84,59.02
4.44,46.97,4.11,46.17
5.83,20.5,6.96,58.89
8.9,38.44,30.3,14.6
2.21,68.75,32.56,71.97
6.15,11.2,25.76,13.79
2.85,87.98,24.19,67.54
5.2,76.93,15.81,54.09
4.91,26.65,35.62,27.26
2.75,68.14,36.85,38.7
7.14,98.97,30.6,30.99
8.42,94.85,6.5,45.88
1.16,94.81,38.51,10.57
2.23,98.74,1.24,43.07
3.58,23.54,25.75,25.22
8.75,81.36,29.82,12.18
8.36,32.5,36.04,56.13
8.48,35.79,17.66,61.48
2.19,17.22,0.51,70.39
0.76,60.73,29.02,21.11
0.52,69.46,38.94,76.24
7.91,99.78,6.13,94.0
7.74,79.45,29.02,59.88
7.92,16.14,36.89,45.98
3.24,21.05,37.5,34.32
9.13,22.17,33.5,41.39
1.76,24.86,38.15,43.48
3.53,25.98,22.74,88.77
1.36,7.29,9.34,29.42
7.79,61.43,33.2,96.41
1.23,72.59,17.21,40.3
5.42,98.58,33.5,67.91
9.54,64.08,28.63,96.31
3.43,74.82,21.24,89.04
1.93,84.53,26.6,99.74
6.74,26.64,28.86,67.69
0.65,29.64,19.91,45.22
5.39,55.78,19.07,53.05
9.35,50.28,14.43,59.26
4.4,66.04,10.4,57.15
1.21,37.91,30.56,11.44
7.06,52.28,4.08,59.89
1.0,71.87,31.6,51.32
8.9,16.08,0.3,49.83
8.98,58.21,20.41,35.74
0.19,21.09,39.73,67.6
2.26,43.24,36.69,68.68
4.51,20.38,9.99,60.61
4.27,90.94,7.54,54.14
3.44,77.67,18.2,79.19
1.83,68.45,36.46,53.17
9.77,37.71,3.42,26.23
6.91,77.55,32.26,28.94
8.71,25.48,4.52,44.53
0.93,42.74,4.76,71.62
1.68,30.03,33.23,39.01
6.34,94.68,19.79,95.75
7.8,87.27,31.09,78.9
6.45,49.6,1.27,78.61
1.87,42.12,23.77,91.69
2.85,43.95,24.08,58.3
1.46,18.56,38.55,90.22
0.64,14.59,11.46,51.08
5.99,5.26,25.26,27.83
9.8,8.23,9.51,46.42
9.42,39.91,26.4,39.55
9.07,79.52,17.61,93.82
7.46,67.04,8.12,48.95
5.65,76.75,4.77,39.59
6.2,59.48,5.37,43.48
9.66,89.24,36.57,93.8
7.79,88.64,30.37,43.12
6.38,23.99,35.6,55.83
4.99,73.44,10.17,29.94
2.85,92.44,31.46,72.86
3.55,22.17,34.17,75.04
7.41,75.77,7.79,89.04
1.13,77.63,27.97,16.38
7.56,91.17,21.99,69.0
6.56,6.43,16.34,19.22
6.3,29.34,18.87,64.78
6.9,86.87,39.14,86.94
4.41,48.21,15.97,54.93
3.17,18.92,23.25,43.07
1.56,28.3,27.01,32.09
3.7,67.55,38.83,31.6
6.59,45.89,25.89,66.71
1.07,52.85,30.48,21.27
7.42,74.82,12.29,64.91
5.54,37.57,8.92,90.39
3.5,27.7,32.23,70.72
6.32,94.38,4.21,65.32
9.75,20.61,32.01,78.34
5.55,87.57,18.22,87.75
0.74,9.82,16.65,49.99
5.14,87.39,11.63,93.56
0.81,7.11,29.63,49.99
0.24,50.92,18.67,96.16
9.11,67.02,37.87,73.81
8.71,48.39,24.88,34.64
3.11,65.04,12.06,58.89
9.77,10.35,27.81,54.4
1.64,8.38,7.37,41.66
4.55,65.89,10.35,48.33
5.0,6.25,11.03,99.29
6.51,50.48,15.31,80.58
0.64,82.47,24.51,50.75
2.98,20.94,0.74,28.47
3.23,21.57,23.34,34.42
6.59,80.16,26.13,63.22
3.1,65.47,13.38,68.31
8.57,50.82,14.75,10.4
1.56,46.43,28.84,45.62
5.21,42.28,34.1,15.62
8.52,37.93,36.32,18.34
7.52,25.28,23.81,25.4
6.43,83.97,4.59,72.58
4.28,22.53,29.88,75.08
4.98,52.21,17.19,48.38
1.38,89.5,32.84,13.86
2.67,15.28,26.02,72.93
2.67,80.16,35.38,45.45
3.55,8.54,28.19,27.38
7.94,24.95,33.27,60.39
1.13,50.52,14.75,63.01
1.82,7.95,17.39,30.74
2.51,59.42,17.6,55.35
7.42,22.81,34.13,33.08
2.34,7.17,21.13,49.81
8.82,40.62,21.64,96.75
3.48,31.57,0.15,46.86
2.74,39.67,1.15,76.2
0.51,90.76,22.45,18.7
0.37,47.07,23.5,38.23
1.51,62.0,2.21,48.63
3.75,39.12,20.13,71.76
6.45,6.13,15.57,56.56
7.15,65.36,35.72,48.31
3.31,68.28,38.27,16.31
5.13,95.67,1.68,79.55
0.26,24.99,30.73,88.23
2.58,63.75,30.59,21.52
7.68,51.08,36.26,51.06
8.64,40.6,14.45,19.15
1.57,69.77,27.65,77.65
2.54,87.08,33.24,98.96
5.1,74.37,9.88,56.85
9.02,93.04,4.67,65.1
4.79,88.13,24.55,29.65
3.78,62.89,13.19,80.68
5.52,86.09,6.61,42.21
9.59,30.2,13.9,39.04
9.73,61.45,19.76,51.24
6.45,17.16,5.54,70.57
5.23,6.65,39.82,35.93
0.5,24.31,27.77,36.86
9.67,47.32,25.36,53.68
1.05,41.6,35.42,56.83
8.09,21.65,27.9,80.19
0.92,73.25,4.6,16.89
9.39,66.5,29.7,77.72
9.24,93.01,25.83,63.84
5.94,31.28,37.65,20.35
1.42,56.97,29.85,79.35
3.16,36.67,32.34,94.79
8.38,20.9,38.88,10.91
4.07,62.33,11.25,56.74
9.36,23.84,3.91,99.44
6.1,55.61,27.26,19.37
0.21,6.84,28.02,88.31
2.24,71.8,10.47,65.33
0.82,41.71,14.31,45.24
4.79,43.99,21.34,24.05
2.4,52.88,32.18,21.36
4.37,87.17,15.82,96.54
8.8,14.66,0.72,11.7
1.08,85.16,31.68,87.33
9.39,23.82,37.86,54.45
9.23,8.99,37.53,12.91
8.95,79.26,24.92,33.9
9.35,44.92,4.16,26.25
3.4,25.9,0.23,34.96
8.7,47.03,23.95,27.37
7.12,69.65,39.66,57.12
2.02,76.42,11.46,32.52
7.96,95.54,20.45,44.3
3.04,69.62,33.92,81.37
6.31,37.22,9.04,68.42
0.93,49.05,10.28,19.26
9.54,6.18,35.54,56.4
3.33,7.99,5.51,94.04
4.55,35.56,21.74,34.15
0.19,66.09,8.76,72.13
8.95,12.89,36.37,50.39
6.26,75.83,9.73,45.15
8.98,23.02,1.91,93.67
8.83,27.12,29.89,67.44
5.41,15.88,11.9,35.7
6.55,86.64,2.16,72.24
7.2,16.97,12.23,22.85
2.24,65.39,33.97,83.28
3.82,6.1,16.28,43.79
8.3,79.66,37.36,84.43
3.04,39.43,13.58,25.83
8.7,6.4,4.19,82.24
8.27,21.29,37.25,22.55
6.26,41.29,18.81,83.44
3.33,7.12,5.35,46.53
9.48,68.88,31.81,66.63
9.16,38.84,1.9,85.95
6.49,6.62,18.69,86.03
5.32,73.24,3.81,51.1
8.39,47.6,17.14,44.49
5.54,96.47,11.44,10.5
1.04,7.87,24.45,16.0
0.88,50.63,14.85,44.99
6.77,6.62,21.84,73.98
1.59,53.5,3.41,13.82
6.14,48.6,8.66,37.81
0.4,23.43,32.2,17.12
6.43,27.27,6.9,80.6
2.68,89.97,3.67,30.12
4.98,97.81,1.16,50.72
3.88,90.68,26.82,76.21
3.75,68.91,32.18,25.29
6.77,88.16,5.48,72.14
6.8,86.61,31.83,57.81
2.05,30.81,12.22,97.36
5.15,41.31,9.51,71.37
2.64,12.93,32.86,98.33
1.74,41.97,37.24,34.69
4.07,22.44,39.49,97.32
1.9,36.95,14.21,45.96
5.15,56.93,23.0,24.18
4.79,57.66,13.25,16.97
6.85,41.91,26.43,24.58
0.81,97.07,11.51,50.2
6.68,59.69,22.9,26.25
7.7,87.66,14.09,36.24
5.02,71.47,23.21,23.83
5.71,99.46,2.75,87.76
2.15,91.06,8.13,12.54
9.08,22.36,6.85,97.55
2.08,6.65,3.15,31.22
0.88,40.93,16.67,16.68
3.55,79.01,7.34,76.89
2.1,36.59,24.79,58.07
5.96,36.61,22.32,68.69
6.88,31.8,23.01,34.47
3.65,16.21,33.91,88.46
3.63,8.28,28.13,87.51
0.58,20.36,38.11,18.4
5.88,62.4,13.92,26.54
4.09,47.0,1.36,66.22
9.25,76.13,23.45,91.54
8.47,60.21,4.99,95.33
0.37,41.39,31.54,50.35
3.04,38.89,14.96,20.0
4.35,14.79,31.6,14.31
1.62,69.26,15.42,32.64
3.73,9.29,16.68,74.89
9.41,82.9,24.46,98.69
0.83,53.87,11.54,58.65
1.34,59.33,6.5,36.28
5.94,92.81,1.0,45.8
4.46,44.01,23.97,28.49
6.44,70.61,32.62,42.29
1.25,56.28,15.46,58.03
0.32,48.93,28.11,56.84
0.72,10.36,3.33,49.86
8.46,64.51,17.71,46.14
9.9,27.59,31.56,89.04
6.52,75.89,8.87,40.55
1.36,94.61,18.14,10.58
5.9,59.6,5.91,45.88
4.68,16.73,26.86,92.37
7.01,76.01,4.28,72.61
5.1,7.74,17.69,99.61
1.14,70.42,17.18,92.51
0.96,72.73,2.21,63.77
9.08,62.0,18.29,11.07
7.78,54.08,27.22,49.03
9.27,72.1,28.65,96.43
4.68,74.11,6.89,45.07
5.98,60.86,28.85,38.18
1.02,92.93,25.07,24.11
9.94,35.43,6.53,96.33
5.31,76.11,28.08,78.6
1.16,48.89,7.97,19.46
8.5,49.6,33.51,12.31
8.86,81.46,25.69,67.49
5.41,73.78,8.11,52.97
7.39,12.05,4.77,10.25
4.45,31.99,36.37,43.88
2.78,85.31,34.87,58.87
6.6,79.42,13.57,82.61
5.07,23.97,26.4,29.15
8.07,77.79,2.36,65.63
6.3,55.25,39.15,33.21
3.3,16.63,6.61,62.57
7.49,11.88,39.43,41.93
6.95,74.29,37.33,52.05
4.93,65.44,9.77,93.52
3.29,71.97,0.42,55.61
9.85,9.93,34.64,87.49
4.91,88.68,30.03,69.72
8.0,40.62,6.61,31.01
8.07,6.12,38.07,11.35
4.96,76.81,14.96,81.55
1.35,68.48,26.91,82.28
4.64,25.36,37.07,35.18
0.39,8.02,9.89,81.43
5.61,18.38,39.13,94.93
7.08,61.29,7.04,36.71
3.85,10.63,37.25,72.71
0.5,62.97,17.94,92.58
4.26,51.3,15.78,80.48
9.48,27.04,22.5,94.83
5.92,94.59,14.76,32.46
8.65,80.85,29.14,84.0
9.67,97.06,27.57,68.56
8.21,34.23,14.6,58.56
6.16,75.78,39.99,21.97
7.53,89.4,35.44,23.95
4.83,67.5,9.6,30.02
1.47,93.94,4.6,26.97
7.1,72.75,6.94,98.61
1.35,85.29,28.01,59.84
7.73,68.86,24.4,80.17
7.85,31.33,14.1,96.65
0.36,77.1,9.6,61.9
6.11,57.01,13.4,68.86
1.82,80.48,16.32,79.41
8.88,36.92,1.5,31.45
8.43,90.55,32.78,20.27
7.54,42.14,20.72,75.31
1.15,20.3,28.1,45.22
4.47,19.54,0.69,67.33
8.66,80.08,22.61,40.99
9.46,57.8,4.6,23.53
4.43,90.57,14.64,87.09
5.28,34.97,14.66,18.67
1.49,42.81,12.78,29.15
5.38,28.19,11.09,28.63
0.9,40.24,5.74,91.81
7.22,62.74,9.5,51.51
5.71,44.59,20.3,58.24
8.33,53.9,9.11,48.17
2.27,48.73,11.51,78.35
0.97,72.22,32.35,66.48
2.57,44.47,17.96,49.84
4.06,13.14,2.27,28.77
6.55,89.74,13.85,97.76
5.87,42.21,36.48,87.73
6.92,7.95,26.61,20.71
6.12,55.56,26.22,84.62
5.27,28.24,15.81,61.54
0.21,55.85,30.14,76.85
8.29,56.57,10.77,38.18
7.71,5.03,34.08,33.54
1.19,99.97,7.42,68.42
5.66,6.37,18.21,95.92
9.1,8.7,16.98,91.28
6.27,52.3,30.01,50.93
5.15,98.34,31.91,13.06
0.87,83.95,17.45,68.39
5.18,24.75,12.11,98.32
9.15,48.41,36.29,92.57
6.22,64.76,38.34,53.16
9.32,30.71,10.12,31.71
7.78,29.45,38.82,28.1
7.44,32.2,25.91,91.51
7.09,78.12,9.97,15.01
5.16,67.32,37.42,85.26
9.07,48.98,20.94,39.37
2.05,73.34,5.79,21.35
2.0,88.57,0.63,59.4
2.44,52.96,5.84,37.8
9.07,65.04,7.5,43.94
7.05,34.27,29.96,87.55
9.47,78.92,3.69,28.25
3.0,29.93,28.28,95.1
2.63,47.86,30.2,39.68
1.13,39.49,1.57,52.37
3.82,62.47,4.52,91.03
0.89,17.15,34.57,96.41
9.33,95.26,0.54,28.43
8.74,57.01,17.33,29.18
6.13,5.52,26.92,97.69
4.42,49.29,5.25,60.67
5.75,55.5,26.63,60.19
4.99,14.8,17.07,66.07
4.91,70.26,0.59,48.43
8.72,99.15,7.85,98.52
1.53,28.82,27.24,38.6
4.48,11.55,30.29,49.99
3.17,38.63,19.08,92.98
0.43,60.09,28.54,72.57
2.43,17.84,7.77,89.54
5.74,94.45,16.32,99.45
7.76,92.75,32.71,15.21
6.71,77.18,2.68,94.35
6.28,57.3,10.97,73.61
3.73,43.77,12.1,55.72
3.8,95.46,7.3,37.85
0.14,73.86,31.13,14.92
6.26,76.97,2.44,18.61
1.93,51.49,11.9,17.21
1.04,81.18,17.37,84.23
4.45,29.73,36.97,86.9
7.43,99.11,2.07,70.78
0.94,97.99,3.14,70.24
3.43,79.95,35.05,47.9
4.37,49.85,15.8,89.96
4.02,63.98,30.35,51.89
4.47,35.55,21.61,64.49
0.96,62.28,22.54,92.41
3.94,98.17,3.7,90.19
5.22,45.62,30.81,58.05
3.08,9.66,14.21,40.96
9.94,28.4,19.93,38.36
5.57,78.2,2.05,52.92
1.57,27.73,7.01,88.94
5.25,50.54,36.83,40.91
0.63,54.81,25.12,59.95
7.18,96.47,18.33,27.87
7.3,9.18,29.38,34.44
8.92,42.95,4.47,35.1
7.82,16.89,19.52,38.82
1.56,52.44,19.35,68.36
3.8,82.98,7.63,68.18
6.35,7.32,10.55,60.73
2.21,42.33,9.06,62.97
6.2,72.96,31.02,61.27
1.98,50.28,9.49,25.42
6.75,23.37,29.78,46.37
2.2,6.15,3.67,98.05
0.63,62.27,13.98,70.37
4.89,16.06,34.88,94.14
9.13,46.55,2.21,80.84
1.18,93.16,9.55,89.1
6.68,95.5,9.84,41.06
5.73,61.34,28.39,62.48
5.25,9.61,38.45,68.38
3.0,37.76,11.21,85.56
1.12,9.45,9.45,92.25
8.94,7.8,0.65,79.23
7.62,65.73,4.04,51.8
4.02,48.15,39.84,74.06
9.71,25.47,38.96,15.6
6.32,64.47,33.96,52.06
4.33,32.17,4.02,86.78
7.55,60.53,38.19,26.06
2.19,6.2,31.43,33.55
6.62,72.16,31.94,58.3
8.06,10.33,10.33,46.78
2.15,28.32,37.56,33.16
4.44,45.52,26.18,53.15
1.17,63.7,5.36,34.16
7.99,98.06,10.43,68.75
7.85,45.78,0.21,83.01
6.43,94.39,6.21,95.96
1.28,6.62,33.97,30.67
7.33,53.81,11.86,22.96
4.67,90.57,36.89,37.89
8.97,15.52,32.19,49.87
9.9,48.77,11.95,99.59
0.58,75.11,22.15,30.12
5.21,9.04,13.28,62.21
7.19,30.69,12.21,45.01
7.12,45.13,19.26,31.42
7.34,76.05,17.74,65.94
5.89,81.01,13.06,25.85
9.26,17.21,25.56,20.26
8.11,51.12,16.54,86.02
7.3,7.27,39.92,91.95
2.11,74.97,38.86,55.09
0.44,99.45,12.67,66.53
5.35,30.91,2.51,83.66
5.74,13.04,5.38,20.35
1.43,25.64,36.91,26.15
8.03,7.44,33.02,16.77
8.62,77.56,32.4,61.13
2.51,94.9,8.54,53.96
6.69,47.34,4.71,85.78
1.91,33.25,12.62,37.64
1.74,79.54,35.1,63.98
4.01,98.81,4.71,82.37
5.54,35.26,32.13,31.96
1.36,29.37,2.32,77.68
9.69,68.68,28.98,11.22
4.82,20.71,9.61,84.9
1.66,40.61,4.36,13.85
9.09,63.78,20.1,49.36
7.47,78.69,18.36,86.38
2.24,5.39,21.26,25.2
6.82,63.49,28.35,66.21
6.98,45.28,18.43,37.12
4.17,39.52,30.96,25.3
4.28,66.47,7.38,71.92
3.19,57.85,16.13,40.96
9.35,43.67,22.05,41.41
0.68,68.78,35.79,26.36
8.59,38.76,35.76,20.91
4.56,81.71,36.13,35.19
9.6,74.53,37.57,45.31
4.99,74.59,11.6,71.46
3.3,51.62,37.93,85.34
2.15,38.61,31.18,96.6
8.62,60.45,27.59,43.17
3.85,51.14,33.59,97.11
7.31,35.46,18.46,23.19
1.23,72.51,11.44,51.68
5.27,85.39,13.57,51.26
4.66,84.91,4.12,71.36
8.21,7.76,26.86,65.7
6.58,24.08,32.09,84.67
1.78,69.09,0.9,71.18
2.71,52.63,35.38,89.59
5.41,21.53,21.1,64.89
1.53,79.28,39.46,57.96
2.82,5.74,1.95,99.74
5.14,67.6,31.33,35.4
0.7,82.45,26.49,73.34
0.57,10.78,25.21,67.18
8.04,76.14,4.95,76.03
5.39,82.96,30.65,61.67
6.7,63.42,7.71,19.93
4.95,50.04,30.47,33.98
6.55,53.34,35.4,56.38
0.41,57.86,19.64,39.0
8.4,67.74,8.6,23.87
3.13,8.73,13.51,26.61
9.07,70.65,32.73,17.62
5.57,99.81,23.82,71.03
5.37,47.21,36.97,34.99
0.19,39.56,18.93,68.85
7.42,81.24,6.01,96.92
5.08,31.36,32.45,54.97
2.94,77.77,8.27,70.38
7.86,42.66,32.45,21.93
7.58,23.09,22.81,58.51
0.53,27.3,12.61,16.45
5.28,50.54,38.09,12.23
2.32,17.2,21.3,52.58
0.97,31.5,14.95,74.92
3.32,96.96,17.14,50.53
