CO,NO2,Temperature,Humidity
1.9,107.0,26.5,38.6
1.5,84.0,25.4,40.1
1.0,61.0,24.1,43.3
0.7,42.0,23.9,45.6
1.0,66.0,22.0,52.8
-200.0,50.0,20.1,57.3
0.9,76.0,19.5,59.4
1.2,78.0,20.0,56.6
2.9,104.0,21.7,53.9
4.8,139.0,23.7,49.0
4.3,166.0,25.9,44.3
3.1,151.0,30.1,34.3
2.4,134.0,33.5,27.2
2.8,148.0,35.4,26.1
2.5,126.0,37.9,23.2
2.6,144.0,39.7,18.7
2.3,133.0,40.4,17.2
2.4,139.0,40.0,18.8
3.5,178.0,38.9,18.8
4.8,206.0,35.8,22.1
5.1,211.0,33.1,25.9
4.7,180.0,30.9,28.2
2.4,116.0,27.5,32.6
2.5,118.0,26.3,34.3
2.7,115.0,25.5,34.1
1.5,96.0,24.7,39.3
1.1,86.0,24.2,39.5
0.6,65.0,24.8,37.8
0.4,53.0,22.0,44.3
0.6,74.0,19.3,51.4
1.0,69.0,19.8,50.4
4.6,131.0,20.5,48.2
4.8,134.0,22.8,42.7
4.0,148.0,25.6,35.8
2.0,111.0,35.9,19.6
2.0,110.0,37.2,18.2
1.9,110.0,37.3,16.6
1.9,116.0,37.4,14.9
1.9,120.0,36.4,15.1
2.6,142.0,35.4,14.7
3.2,146.0,34.2,14.2
3.4,153.0,31.1,18.7
3.4,158.0,29.1,22.0
2.9,140.0,27.2,22.5
2.7,127.0,25.3,24.6
1.3,97.0,24.9,27.2
1.3,91.0,23.5,32.2
0.9,68.0,23.5,32.7
0.6,52.0,24.1,32.0
0.5,58.0,20.8,40.2
0.9,78.0,18.8,46.6
0.7,61.0,19.8,46.0
0.6,64.0,21.3,42.3
1.3,81.0,21.3,41.8
1.9,92.0,24.0,36.6
2.1,101.0,27.2,30.7
1.8,96.0,32.3,23.6
1.8,101.0,31.9,25.8
1.6,91.0,35.1,21.8
1.2,68.0,36.0,20.5
1.2,76.0,37.0,20.1
1.4,84.0,36.4,21.0
1.3,76.0,35.2,22.6
1.1,61.0,32.5,27.6
1.1,52.0,29.1,35.1
1.1,59.0,26.9,39.7
1.8,89.0,26.1,42.2
2.3,113.0,25.5,43.8
2.6,112.0,24.9,45.6
2.0,89.0,25.2,45.2
1.0,53.0,25.4,45.5
0.6,36.0,26.2,43.6
0.5,39.0,24.4,48.3
0.4,33.0,23.3,51.0
0.4,37.0,21.6,48.1
0.4,36.0,21.4,47.8
0.4,42.0,20.5,46.8
0.5,52.0,20.8,40.7
0.6,60.0,22.3,35.3
0.7,74.0,21.7,38.3
0.7,65.0,24.4,29.6
0.6,52.0,23.4,34.9
0.5,40.0,23.5,35.2
0.6,49.0,22.4,39.0
0.8,56.0,22.0,41.7
0.8,59.0,21.7,42.7
1.0,68.0,20.7,43.4
1.0,72.0,20.3,42.6
1.0,78.0,20.3,44.1
0.9,71.0,20.1,45.2
0.7,54.0,19.8,45.7
0.8,57.0,19.6,45.3
0.7,45.0,19.4,45.9
0.5,30.0,19.7,44.8
0.3,16.0,19.5,46.3
-200.0,18.0,19.1,50.7
0.3,28.0,19.1,52.7
0.7,62.0,20.3,49.3
1.5,92.0,21.1,46.2
1.8,96.0,21.5,44.5
1.4,87.0,22.4,43.6
1.5,84.0,24.8,39.1
1.2,73.0,23.9,42.1
1.2,72.0,25.5,38.3
1.3,68.0,25.4,39.2
1.0,62.0,25.6,37.0
1.4,70.0,24.5,38.4
1.6,83.0,23.9,39.9
2.7,92.0,24.2,39.2
2.3,103.0,23.5,41.2
1.5,82.0,22.3,44.9
1.4,74.0,21.7,46.5
1.0,67.0,22.0,44.9
1.1,74.0,22.2,44.1
1.2,72.0,21.8,45.6
1.2,79.0,21.6,46.0
0.7,43.0,21.6,45.8
0.5,33.0,20.7,48.3
0.4,38.0,20.8,48.5
0.5,51.0,20.8,49.4
1.0,69.0,19.9,51.8
4.4,116.0,20.9,49.3
4.0,119.0,23.7,39.9
2.4,96.0,25.3,35.8
2.1,109.0,28.8,29.1
2.7,115.0,30.3,26.9
2.8,118.0,32.8,23.3
2.3,118.0,33.9,21.4
2.0,112.0,35.3,19.6
2.6,140.0,34.0,20.8
2.7,137.0,35.3,18.8
3.1,143.0,32.6,24.1
3.1,148.0,30.8,28.7
3.6,158.0,28.7,31.2
2.9,127.0,26.8,35.1
2.2,109.0,25.3,39.4
2.0,101.0,23.9,40.9
2.1,114.0,23.0,44.4
1.9,104.0,22.2,53.9
1.4,81.0,20.9,59.8
0.8,51.0,21.3,58.1
0.6,40.0,20.3,58.9
0.5,34.0,21.3,54.5
1.0,61.0,20.6,57.4
2.7,95.0,21.3,56.9
5.0,142.0,22.9,52.4
3.3,128.0,24.1,46.5
2.4,115.0,27.1,38.8
1.7,84.0,28.4,34.4
1.7,85.0,30.1,30.9
2.4,110.0,32.7,25.8
2.2,107.0,32.4,25.7
2.2,107.0,33.6,24.4
2.3,113.0,33.0,26.0
2.6,107.0,33.2,23.7
2.3,106.0,31.3,25.4
3.3,125.0,28.3,31.7
3.5,139.0,26.5,35.0
2.5,117.0,24.4,40.0
2.5,107.0,23.3,43.4
2.4,98.0,22.5,45.3
2.5,97.0,21.8,47.8
2.1,95.0,20.9,51.0
1.0,68.0,20.8,51.7
-200.0,51.0,18.8,58.6
0.5,44.0,20.2,53.8
1.3,77.0,18.3,60.8
3.6,100.0,20.2,54.5
4.8,125.0,21.9,49.9
3.7,154.0,25.2,43.0
1.9,125.0,28.0,36.6
1.7,117.0,27.1,38.3
1.9,105.0,27.4,37.0
1.8,103.0,29.4,32.9
1.7,106.0,31.3,28.7
1.8,107.0,31.5,28.7
1.7,102.0,30.9,30.3
2.8,124.0,31.4,30.3
3.6,133.0,30.7,31.4
3.3,125.0,29.0,33.4
2.9,124.0,27.3,37.5
1.7,97.0,25.8,40.9
1.7,94.0,25.2,43.0
2.8,120.0,24.6,45.8
1.8,105.0,24.0,47.3
1.0,81.0,23.5,48.3
0.5,43.0,24.0,45.8
0.3,32.0,22.8,48.1
0.4,36.0,21.9,50.1
0.8,59.0,20.4,54.1
2.2,92.0,20.8,52.6
4.4,121.0,22.8,47.9
3.7,151.0,25.2,42.9
2.5,142.0,29.3,34.8
2.5,141.0,33.3,27.8
2.3,129.0,34.9,24.9
2.0,106.0,36.1,22.7
2.0,125.0,37.6,21.1
2.1,126.0,37.3,21.9
2.4,147.0,37.2,21.6
3.1,180.0,35.6,23.4
2.9,164.0,33.1,24.3
3.5,180.0,30.5,29.5
2.9,153.0,28.7,35.8
1.5,105.0,26.6,42.2
1.7,98.0,25.2,46.6
2.2,107.0,24.7,47.7
1.6,87.0,24.4,47.4
1.0,80.0,23.3,49.9
0.6,62.0,23.8,47.3
0.6,54.0,21.2,55.0
0.5,56.0,21.7,52.6
0.5,62.0,22.8,48.9
0.9,72.0,23.5,47.6
1.4,86.0,24.6,44.9
1.6,99.0,27.0,39.9
1.6,98.0,29.3,35.9
1.7,102.0,31.2,32.4
1.7,84.0,34.4,26.6
1.5,83.0,36.1,22.1
1.2,68.0,-200.0,-200.0
1.2,63.0,-200.0,-200.0
1.1,65.0,-200.0,-200.0
1.0,63.0,-200.0,-200.0
1.1,56.0,-200.0,-200.0
1.6,77.0,-200.0,-200.0
1.7,91.0,-200.0,-200.0
1.4,70.0,-200.0,-200.0
1.7,95.0,-200.0,-200.0
2.4,113.0,-200.0,-200.0
2.3,109.0,-200.0,-200.0
1.2,65.0,-200.0,-200.0
1.0,60.0,-200.0,-200.0
-200.0,62.0,-200.0,-200.0
1.0,60.0,-200.0,-200.0
0.9,65.0,-200.0,-200.0
0.8,55.0,-200.0,-200.0
1.0,66.0,-200.0,-200.0
1.2,67.0,-200.0,-200.0
1.2,64.0,-200.0,-200.0
1.0,59.0,-200.0,-200.0
1.0,59.0,-200.0,-200.0
0.6,36.0,-200.0,-200.0
0.7,35.0,-200.0,-200.0
0.8,54.0,-200.0,-200.0
1.1,71.0,-200.0,-200.0
1.4,86.0,-200.0,-200.0
2.8,114.0,-200.0,-200.0
2.5,105.0,-200.0,-200.0
1.6,87.0,-200.0,-200.0
1.4,85.0,-200.0,-200.0
2.3,91.0,-200.0,-200.0
4.2,108.0,-200.0,-200.0
3.0,99.0,-200.0,-200.0
2.2,83.0,-200.0,-200.0
0.6,36.0,-200.0,-200.0
0.3,24.0,18.9,55.2
0.5,43.0,18.2,57.6
1.3,64.0,18.6,56.0
2.5,91.0,20.8,48.0
3.7,109.0,23.3,38.6
2.5,110.0,25.1,32.4
1.8,111.0,27.8,25.8
1.5,106.0,29.6,21.0
1.5,104.0,30.2,18.0
1.2,76.0,30.1,18.5
1.4,84.0,29.5,19.4
1.6,102.0,31.1,18.2
1.6,102.0,30.3,19.0
2.2,124.0,30.1,19.3
3.0,147.0,28.6,22.3
3.0,138.0,26.1,28.3
2.7,126.0,24.5,35.7
2.1,112.0,23.1,41.5
1.6,95.0,21.8,46.3
1.3,80.0,20.9,48.9
1.1,79.0,20.5,49.9
0.7,49.0,20.0,50.9
0.4,36.0,22.1,44.3
0.2,40.0,19.8,50.3
0.3,37.0,19.0,52.8
0.9,67.0,17.8,56.5
3.1,106.0,18.2,55.8
5.0,134.0,20.6,47.7
2.8,123.0,22.8,41.9
2.8,136.0,27.1,31.7
2.1,109.0,30.4,26.4
3.1,144.0,31.1,26.2
3.0,154.0,31.4,25.3
2.1,126.0,30.8,26.7
1.7,98.0,31.8,25.6
2.2,120.0,33.5,22.9
3.5,145.0,33.1,23.5
3.6,139.0,31.7,25.9
4.1,148.0,29.0,30.4
4.0,139.0,27.4,33.6
1.8,93.0,25.2,36.4
1.7,96.0,24.0,39.6
2.4,104.0,23.8,39.6
1.2,83.0,22.9,43.6
0.8,66.0,22.8,43.9
0.5,55.0,21.8,47.3
-200.0,37.0,20.8,50.3
0.4,40.0,21.7,46.8
1.0,51.0,20.3,52.3
3.8,117.0,20.5,52.3
3.2,110.0,21.7,49.6
3.5,136.0,24.0,43.1
3.2,152.0,28.5,31.7
2.3,119.0,32.2,25.1
2.2,106.0,34.9,20.5
2.1,101.0,35.4,19.9
1.9,110.0,34.4,22.5
2.4,124.0,34.8,22.8
2.5,137.0,34.3,22.4
3.6,159.0,32.5,25.3
3.9,152.0,31.3,27.3
4.4,166.0,30.2,29.0
4.8,163.0,28.5,33.3
2.5,121.0,27.3,35.3
2.8,125.0,26.1,37.8
3.2,120.0,24.7,47.1
2.6,103.0,23.6,59.8
1.5,64.0,23.3,60.5
1.0,44.0,23.3,59.4
0.6,35.0,23.7,53.5
0.6,46.0,21.2,60.9
0.7,54.0,22.1,56.2
1.2,68.0,21.9,57.0
1.5,77.0,24.7,45.9
1.3,74.0,27.0,40.8
1.6,92.0,29.1,37.4
1.5,83.0,31.1,32.4
1.2,58.0,31.9,30.3
1.1,55.0,32.8,28.9
1.2,61.0,33.4,27.8
1.3,65.0,35.3,23.7
1.4,74.0,35.8,22.4
1.6,89.0,35.3,20.8
2.1,103.0,33.3,23.9
3.0,128.0,30.3,30.8
2.8,122.0,28.3,34.5
3.8,125.0,27.1,38.9
3.2,119.0,25.4,43.2
4.1,126.0,24.6,45.3
2.6,100.0,23.7,46.0
2.0,94.0,23.0,48.1
0.9,52.0,24.8,43.4
0.6,64.0,21.7,50.2
0.6,46.0,21.9,50.7
1.6,88.0,20.1,57.0
2.6,104.0,21.5,51.8
2.9,125.0,22.9,48.7
2.8,151.0,25.7,41.0
1.9,113.0,29.9,33.2
1.9,102.0,32.9,28.0
2.1,108.0,34.0,25.6
1.9,93.0,34.7,22.6
1.6,89.0,35.5,20.3
1.6,84.0,35.9,18.8
2.1,111.0,36.2,18.6
2.4,115.0,35.4,15.3
2.8,127.0,32.9,15.5
3.4,129.0,29.9,19.8
3.4,140.0,28.1,22.4
2.7,137.0,26.1,24.7
2.6,130.0,25.0,28.7
2.3,121.0,24.3,31.0
1.2,79.0,24.0,31.2
1.0,69.0,22.4,34.9
0.9,61.0,21.2,37.6
-200.0,58.0,21.2,39.4
0.4,58.0,19.5,42.4
0.9,70.0,18.6,45.8
1.8,104.0,19.7,44.1
2.2,109.0,21.9,39.4
2.4,129.0,24.5,34.3
2.3,144.0,30.0,25.6
1.6,101.0,34.5,18.9
1.4,90.0,36.3,17.5
1.4,86.0,37.7,16.0
1.0,69.0,38.3,15.8
1.0,65.0,38.4,17.5
1.2,73.0,37.2,20.5
1.3,73.0,34.0,26.4
1.5,78.0,32.3,30.4
1.9,98.0,30.5,33.9
1.8,99.0,29.2,37.8
1.4,83.0,28.4,39.1
1.7,88.0,27.7,40.6
2.7,117.0,27.2,42.5
2.1,97.0,26.5,44.8
1.4,75.0,25.5,47.6
1.0,53.0,25.2,47.8
0.8,45.0,23.2,52.3
0.5,42.0,24.0,50.3
0.6,44.0,23.5,51.2
0.6,50.0,23.5,50.8
1.0,60.0,24.7,47.6
1.6,100.0,27.2,41.1
1.9,111.0,31.0,32.4
1.7,110.0,35.2,24.8
1.1,74.0,37.8,18.5
0.8,56.0,39.0,15.1
0.7,50.0,41.3,12.8
0.7,54.0,41.8,11.9
1.2,90.0,42.2,14.2
1.6,109.0,41.4,15.5
1.6,110.0,38.9,21.4
1.7,103.0,34.3,26.0
2.0,120.0,32.7,27.7
2.3,134.0,30.5,30.4
2.4,137.0,29.0,33.6
1.7,99.0,28.2,36.6
1.2,78.0,27.2,38.9
1.0,63.0,26.7,40.0
0.6,41.0,26.0,41.2
0.4,39.0,24.0,46.6
0.5,60.0,24.0,46.4
0.7,54.0,23.7,47.1
3.2,119.0,23.6,47.3
5.6,159.0,25.5,43.1
4.6,182.0,28.5,36.8
3.3,183.0,32.6,28.0
2.1,144.0,36.3,23.4
1.9,118.0,37.5,21.5
1.9,106.0,39.6,19.0
1.6,97.0,40.1,19.3
2.0,129.0,40.4,20.0
1.8,130.0,39.9,20.1
2.9,163.0,39.1,19.6
3.4,160.0,37.0,21.9
3.1,140.0,33.9,26.8
2.5,115.0,31.9,30.6
1.8,92.0,29.7,33.9
1.8,99.0,28.6,36.8
2.0,96.0,27.8,38.7
1.5,80.0,27.8,40.0
0.8,65.0,27.5,41.3
0.4,46.0,27.3,41.6
-200.0,57.0,24.8,48.0
0.5,54.0,25.9,45.1
0.7,62.0,25.3,47.6
3.4,102.0,24.7,49.5
5.7,140.0,27.1,43.1
3.2,121.0,28.3,39.8
2.7,132.0,32.4,32.3
2.1,122.0,35.4,27.8
2.8,148.0,35.5,27.4
2.5,133.0,37.8,24.4
2.1,130.0,37.2,25.5
2.5,141.0,37.2,25.6
2.7,172.0,38.0,25.0
3.7,198.0,37.1,26.9
3.7,181.0,36.9,27.8
4.6,202.0,34.7,31.9
2.6,120.0,31.9,38.4
2.5,115.0,30.5,42.3
2.3,112.0,29.3,45.8
2.2,97.0,28.2,48.1
2.5,100.0,27.3,51.0
0.9,47.0,26.8,52.4
0.8,44.0,26.0,54.9
0.5,42.0,26.9,51.8
0.7,57.0,24.6,59.1
0.9,61.0,26.4,53.1
2.2,106.0,27.3,46.4
2.8,136.0,28.4,40.4
2.9,157.0,30.8,37.1
2.9,171.0,34.2,30.7
3.0,190.0,37.0,26.5
2.5,155.0,36.6,27.8
2.3,139.0,36.9,26.9
2.1,152.0,39.3,22.2
1.9,143.0,38.5,22.4
2.3,168.0,39.7,20.4
4.2,226.0,38.8,24.2
4.9,207.0,33.5,38.0
4.9,197.0,34.0,32.9
3.5,158.0,31.9,33.7
2.5,124.0,30.2,37.6
2.5,110.0,28.9,41.0
2.6,112.0,27.8,45.2
2.3,102.0,27.1,47.4
1.5,77.0,26.2,49.4
0.9,50.0,26.9,49.3
0.6,40.0,24.9,54.6
0.8,66.0,23.4,58.6
0.9,60.0,24.4,55.2
2.4,85.0,25.1,54.3
3.9,120.0,26.6,51.2
2.9,134.0,28.2,47.1
2.7,149.0,31.6,39.4
2.0,125.0,34.2,31.8
2.4,132.0,36.6,27.1
2.0,114.0,37.6,26.9
1.8,110.0,38.1,26.3
1.9,121.0,37.8,26.9
1.8,127.0,37.8,22.7
2.9,157.0,36.9,24.7
3.3,169.0,34.5,28.5
4.4,179.0,32.5,30.9
3.4,149.0,30.9,30.4
1.9,111.0,28.7,34.7
2.1,112.0,27.7,39.3
2.5,120.0,26.8,45.1
2.3,105.0,26.1,45.3
1.7,90.0,25.9,46.1
1.5,87.0,25.3,47.6
-200.0,54.0,25.3,47.2
0.5,61.0,25.1,48.0
0.8,63.0,24.8,50.6
2.6,102.0,25.7,49.7
4.9,149.0,27.4,45.5
2.9,147.0,29.3,40.0
2.8,158.0,33.6,28.7
1.8,112.0,34.6,27.7
1.8,108.0,35.6,27.2
1.9,120.0,36.9,23.3
1.7,117.0,38.8,20.7
1.7,119.0,38.1,22.6
1.9,149.0,37.1,23.0
2.1,174.0,34.8,19.3
2.4,163.0,33.6,20.7
3.0,161.0,31.4,18.5
2.8,154.0,29.5,23.8
1.9,124.0,27.4,27.1
2.1,122.0,26.1,31.1
1.8,119.0,25.5,34.0
2.5,131.0,24.0,37.8
1.1,84.0,24.2,37.3
0.7,77.0,23.4,40.6
0.4,41.0,22.6,43.0
0.7,68.0,20.2,50.7
0.7,69.0,20.5,49.3
1.8,101.0,21.4,48.0
2.3,120.0,23.2,43.9
1.9,124.0,25.3,40.7
1.7,113.0,29.9,31.1
1.3,97.0,33.9,21.3
1.5,94.0,36.3,16.0
1.3,86.0,36.6,15.2
0.8,70.0,37.4,15.8
0.8,70.0,37.9,15.0
1.1,82.0,38.0,16.8
1.2,93.0,36.9,17.5
1.2,89.0,35.3,17.0
1.4,90.0,31.9,20.4
1.1,67.0,29.1,29.6
1.5,94.0,27.4,33.4
2.0,109.0,26.7,35.8
1.9,103.0,25.2,42.7
2.2,101.0,24.0,51.9
1.1,71.0,24.5,44.4
1.1,71.0,22.6,51.0
0.6,49.0,21.2,56.8
0.6,43.0,20.3,59.6
0.6,44.0,21.3,56.7
0.6,42.0,23.0,54.6
1.1,69.0,23.7,54.3
1.0,65.0,25.4,49.3
1.0,68.0,29.6,37.7
1.0,58.0,33.9,26.2
0.8,52.0,35.8,22.4
0.7,46.0,37.9,18.8
0.4,40.0,38.5,14.8
0.5,47.0,39.3,14.5
0.6,56.0,38.9,15.6
0.7,64.0,37.9,12.7
0.9,71.0,35.8,13.4
1.6,103.0,32.3,19.7
1.6,97.0,30.1,23.5
1.7,108.0,28.2,28.7
1.3,87.0,26.0,35.7
1.9,104.0,25.3,39.2
1.5,93.0,24.7,38.7
0.6,55.0,25.5,35.7
0.4,49.0,22.5,43.2
-200.0,56.0,19.7,51.4
0.4,43.0,21.6,45.7
0.7,57.0,21.1,47.3
2.0,80.0,21.6,44.1
3.9,134.0,23.7,37.9
3.6,157.0,26.0,30.1
3.2,175.0,30.6,23.2
2.2,147.0,34.1,19.1
2.2,140.0,36.2,18.0
2.1,137.0,37.4,17.3
1.8,123.0,39.5,15.6
2.0,138.0,40.4,14.9
1.8,132.0,40.1,16.1
3.0,174.0,39.3,18.9
4.3,203.0,37.3,19.9
3.5,176.0,33.6,22.9
2.5,125.0,30.7,28.9
1.8,98.0,28.8,32.8
1.9,103.0,27.3,36.8
1.9,104.0,26.2,39.7
1.9,105.0,25.4,43.0
0.9,75.0,25.8,41.0
0.7,60.0,23.3,48.4
0.4,36.0,23.5,46.7
0.7,66.0,21.8,52.3
1.6,97.0,21.8,52.5
3.8,115.0,22.9,49.1
5.1,145.0,24.9,43.3
3.4,162.0,26.7,39.4
2.6,147.0,30.5,32.9
2.2,132.0,34.2,27.2
3.4,179.0,38.2,20.9
3.4,174.0,39.6,16.9
1.8,132.0,39.9,15.8
2.0,151.0,40.2,13.9
2.4,168.0,39.6,13.2
3.8,192.0,39.5,12.6
4.4,194.0,37.9,13.9
3.9,155.0,34.2,17.9
4.0,159.0,32.6,20.6
2.5,125.0,30.4,23.2
2.1,108.0,28.8,25.1
2.4,110.0,27.8,29.9
2.1,99.0,26.9,32.6
1.6,95.0,26.3,33.7
0.8,69.0,25.7,33.9
0.4,45.0,25.5,34.6
0.5,53.0,24.0,37.8
1.3,88.0,23.9,39.3
4.1,136.0,24.8,38.4
4.1,141.0,26.9,34.4
4.0,189.0,29.6,28.7
2.2,166.0,34.6,21.1
2.0,154.0,38.3,17.0
2.0,149.0,40.4,14.5
2.2,142.0,42.6,9.6
2.2,130.0,42.5,10.2
1.8,121.0,41.0,11.6
1.8,116.0,41.3,13.0
3.3,177.0,39.2,14.5
4.3,233.0,36.9,17.9
5.3,223.0,35.6,20.4
4.3,184.0,33.7,22.6
3.6,165.0,31.5,27.8
2.4,132.0,31.1,29.3
2.1,122.0,30.2,30.9
1.2,88.0,29.8,30.2
0.9,79.0,28.4,32.5
0.6,60.0,27.5,34.0
-200.0,60.0,24.5,40.4
0.6,74.0,25.6,38.8
0.6,62.0,27.5,34.6
2.2,115.0,25.9,37.4
3.2,119.0,28.5,32.5
3.0,155.0,29.5,32.7
2.7,162.0,29.8,33.1
3.2,189.0,33.4,26.8
1.4,115.0,40.3,15.8
1.3,109.0,41.8,15.0
1.4,108.0,41.1,15.7
2.1,145.0,41.9,14.8
2.4,167.0,40.9,14.6
3.1,200.0,39.1,16.9
3.5,178.0,36.4,27.3
5.1,206.0,34.9,29.3
4.5,192.0,33.6,26.4
2.9,137.0,32.2,27.6
2.6,128.0,30.5,29.7
2.7,121.0,29.4,35.6
3.2,136.0,29.1,34.8
2.3,109.0,27.7,41.9
1.0,74.0,27.9,41.6
0.4,40.0,27.4,42.2
0.6,61.0,26.6,42.8
1.0,83.0,26.9,40.3
2.9,129.0,27.0,37.3
1.8,115.0,27.4,32.0
1.8,130.0,30.5,24.7
1.7,137.0,32.9,20.1
1.5,116.0,33.9,18.4
1.7,129.0,34.4,19.3
1.3,117.0,34.2,19.6
1.5,138.0,33.2,20.4
1.5,139.0,32.4,19.1
2.3,180.0,32.2,17.1
2.2,162.0,31.0,17.1
2.8,158.0,28.3,24.9
2.7,162.0,26.6,30.2
1.7,112.0,24.8,36.8
1.5,104.0,23.7,43.4
2.3,125.0,23.0,46.2
2.3,127.0,22.7,47.7
1.5,95.0,22.2,49.5
1.0,70.0,21.6,51.9
0.3,33.0,22.4,49.7
0.4,45.0,21.7,52.0
0.5,56.0,21.1,53.2
0.9,74.0,22.0,51.0
1.1,84.0,25.0,41.6
1.4,93.0,26.7,36.4
1.1,97.0,29.1,29.7
0.9,83.0,31.2,23.4
0.8,71.0,32.4,20.5
0.8,78.0,33.3,19.2
0.6,62.0,33.1,16.8
0.6,54.0,33.1,18.3
0.5,59.0,32.4,18.0
0.7,69.0,31.8,18.7
0.8,67.0,30.3,21.4
0.9,58.0,27.2,28.2
1.3,77.0,26.1,33.7
1.3,94.0,24.7,38.8
1.4,97.0,23.4,43.2
1.9,110.0,23.1,44.2
2.3,116.0,22.7,45.3
1.0,74.0,21.6,47.5
0.5,51.0,22.0,45.8
0.4,40.0,20.6,50.3
0.3,36.0,20.6,50.6
0.2,35.0,21.3,48.8
0.4,48.0,20.4,52.6
0.3,38.0,23.5,44.0
0.6,54.0,25.7,37.9
0.6,57.0,27.9,33.6
0.6,54.0,29.0,28.3
0.5,46.0,29.5,25.9
0.4,36.0,31.8,22.3
0.2,19.0,32.2,20.0
0.4,34.0,32.4,19.3
0.6,63.0,33.0,17.7
0.9,86.0,32.0,19.8
0.7,65.0,29.6,24.1
1.2,101.0,26.9,27.1
1.6,116.0,25.3,30.9
1.8,124.0,24.2,35.9
2.4,136.0,23.2,43.2
1.5,108.0,22.7,43.9
0.9,82.0,21.6,44.0
0.8,68.0,20.7,46.4
0.2,22.0,21.2,46.2
-200.0,34.0,19.9,51.3
0.5,43.0,20.0,51.8
1.4,84.0,18.5,57.4
3.3,108.0,19.6,54.3
3.6,112.0,21.3,49.7
1.7,104.0,21.7,46.3
1.5,107.0,23.4,39.4
1.6,102.0,25.7,33.0
2.1,104.0,28.5,27.3
2.1,96.0,27.0,27.9
1.6,80.0,24.2,36.9
1.3,72.0,26.0,34.9
1.6,106.0,24.8,33.1
3.1,119.0,24.0,36.3
3.3,119.0,23.6,35.5
3.4,128.0,23.6,35.7
2.8,112.0,23.3,34.5
1.5,95.0,22.5,36.8
1.3,85.0,21.3,38.7
1.6,101.0,20.9,39.4
1.5,94.0,19.8,47.7
1.0,76.0,19.3,51.4
0.5,50.0,18.4,53.4
0.6,51.0,16.3,59.8
0.7,42.0,16.6,56.8
1.3,62.0,16.2,57.4
4.0,111.0,17.3,54.3
5.0,129.0,19.2,48.8
3.6,135.0,21.7,42.4
2.8,139.0,26.4,29.9
2.6,134.0,31.3,19.1
2.7,141.0,33.7,15.4
2.3,112.0,34.5,13.3
2.0,105.0,33.8,13.9
1.3,72.0,30.1,19.4
1.7,90.0,28.3,21.3
2.8,126.0,31.9,18.3
3.8,154.0,32.0,20.1
4.9,173.0,28.9,24.1
4.3,162.0,27.3,27.1
2.6,128.0,26.0,28.5
2.4,120.0,25.2,28.6
1.9,111.0,24.3,31.1
1.4,89.0,23.6,33.8
1.1,69.0,23.0,33.8
0.9,70.0,22.2,38.4
0.5,59.0,20.5,42.3
0.8,73.0,18.8,49.0
1.3,89.0,18.8,49.4
4.7,142.0,19.9,46.5
4.6,145.0,22.1,41.7
3.7,156.0,24.0,36.4
2.8,148.0,30.2,22.8
1.8,122.0,33.4,17.1
1.9,106.0,35.1,15.0
2.0,106.0,34.1,16.0
2.0,127.0,35.7,13.6
2.1,113.0,35.3,13.8
2.1,136.0,32.3,16.7
3.2,153.0,36.0,13.3
4.0,172.0,35.8,13.7
4.6,190.0,32.3,18.4
3.0,160.0,29.7,25.0
2.9,159.0,27.8,26.6
1.9,123.0,26.3,27.3
1.4,101.0,25.3,30.0
2.1,116.0,24.0,34.9
1.2,80.0,23.4,38.6
0.6,51.0,23.5,38.3
-200.0,37.0,21.6,44.0
0.4,46.0,21.4,45.6
0.7,64.0,21.1,47.1
2.3,108.0,21.3,48.4
4.0,151.0,22.9,47.9
2.8,153.0,24.4,45.5
1.6,116.0,27.6,38.0
1.6,116.0,31.1,29.6
2.0,130.0,33.4,24.7
2.0,131.0,35.7,18.9
1.7,131.0,36.2,18.1
2.0,135.0,37.1,17.7
2.2,152.0,36.5,18.1
3.2,198.0,35.5,19.1
3.6,183.0,33.7,20.0
3.8,175.0,30.5,22.7
4.8,193.0,28.7,26.2
2.8,140.0,26.7,28.9
2.6,128.0,25.7,31.6
1.9,100.0,24.5,35.7
1.7,97.0,24.3,36.3
1.0,67.0,23.8,36.9
0.7,58.0,23.7,37.3
0.4,45.0,21.6,42.2
0.6,62.0,20.3,46.8
0.7,59.0,20.7,45.9
2.4,102.0,20.5,47.7
4.4,154.0,22.4,46.6
3.1,157.0,24.2,48.5
2.0,138.0,28.8,33.0
2.1,142.0,32.8,25.2
2.1,125.0,34.4,19.9
2.1,120.0,36.5,16.7
2.2,150.0,37.5,14.3
1.6,120.0,38.0,15.5
2.4,173.0,38.1,16.5
3.3,187.0,37.3,17.3
4.0,206.0,35.9,17.7
4.1,187.0,32.4,21.5
4.2,170.0,30.3,25.6
2.9,149.0,28.5,27.8
2.3,124.0,26.9,30.5
2.2,119.0,25.7,33.5
2.1,108.0,24.7,36.9
1.6,93.0,23.6,39.2
1.2,77.0,22.2,43.0
0.9,76.0,21.3,45.9
0.6,58.0,21.6,45.0
0.7,63.0,21.3,46.5
1.3,75.0,21.1,46.9
2.0,111.0,22.8,43.0
1.9,116.0,25.0,38.3
2.2,138.0,30.9,26.9
1.9,117.0,35.1,19.2
1.5,94.0,36.9,17.2
1.4,91.0,39.3,13.9
1.0,60.0,40.3,12.6
1.0,66.0,39.7,13.5
1.4,87.0,41.1,13.1
1.6,106.0,40.1,14.9
1.6,94.0,37.4,17.0
